fra;jour;P_f;P_h;P;pop_f;pop_h;pop;cl_age90
FR;2020-10-19;4468;3720;8209;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-19;4078;3416;7499;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-19;3830;3276;7112;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-19;3500;3076;6582;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-19;2212;2218;4433;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-19;1372;1290;2663;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-19;1143;712;1855;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-19;856;268;1125;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-19;24314;20831;45281;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-20;378;364;763;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-20;2105;2143;4309;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-20;4411;3832;8259;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-20;4096;3357;7460;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-20;3733;3357;7098;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-20;3447;3130;6582;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-20;2258;2050;4317;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-20;1350;1292;2643;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-20;1162;684;1846;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-20;773;259;1033;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-20;23724;20479;44337;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-21;391;418;833;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-21;2202;2088;4353;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-21;4786;4024;8827;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-21;4225;3602;7835;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-21;4051;3477;7531;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-21;3748;3287;7041;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-21;2298;2224;4526;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-21;1348;1332;2683;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-21;1213;762;1975;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-21;850;275;1125;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-21;25119;21498;46747;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-22;463;427;914;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-22;2518;2469;5059;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-22;5014;4431;9461;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-22;4545;3887;8441;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-22;4477;3790;8277;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-22;4023;3452;7482;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-22;2519;2481;5009;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-22;1551;1444;2996;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-22;1330;796;2129;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-22;1050;281;1333;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-22;27497;23467;51122;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-23;534;531;1080;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-23;2876;2766;5707;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-23;5302;4556;9874;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-23;4897;4154;9054;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-23;4724;4037;8769;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-23;4353;3849;8210;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-23;2808;2727;5551;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-23;1681;1710;3394;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-23;1507;909;2420;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-23;957;326;1288;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-23;29650;25578;55371;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-24;242;274;524;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-24;1321;1240;2600;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-24;2523;2030;4556;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-24;2308;1882;4192;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-24;2065;1874;3942;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-24;1928;1863;3795;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-24;1317;1236;2560;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-24;705;734;1439;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-24;629;446;1075;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-24;330;130;460;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-24;13372;11718;25156;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-25;79;88;170;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-25;344;301;650;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-25;753;546;1311;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-25;624;557;1188;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-25;571;505;1086;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-25;489;486;981;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-25;294;346;645;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-25;233;268;502;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-25;296;228;526;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-25;181;83;264;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-25;3865;3408;7325;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-26;631;624;1297;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-26;3410;3372;6873;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-26;6443;5240;11701;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-26;6107;5103;11232;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-26;5943;5125;11078;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-26;5459;4841;10312;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-26;3670;3442;7126;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-26;2261;2069;4336;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-26;1928;1135;3063;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-26;1285;406;1691;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-26;37151;31375;68744;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-27;457;540;1018;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-27;2999;2827;5901;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-27;5729;4754;10503;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-27;5466;4614;10092;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-27;5487;4437;9943;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-27;5070;4477;9560;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-27;3363;3153;6528;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-27;2061;2002;4068;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-27;1568;996;2564;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-27;964;311;1276;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-27;33174;28120;61513;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-28;561;523;1113;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-28;2917;2661;5653;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-28;5207;4248;9476;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-28;5196;4111;9322;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-28;4910;3988;8908;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-28;4601;4071;8678;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-28;3069;2828;5908;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-28;1870;1850;3725;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-28;1615;1047;2664;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-28;1170;312;1483;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-28;31124;25650;56951;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-29;618;655;1308;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-29;3070;2936;6095;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-29;4965;4091;9075;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-29;4803;4006;8818;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-29;4849;3929;8789;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-29;4561;3925;8491;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-29;3156;2896;6068;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-29;1846;1719;3571;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-29;1541;989;2535;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-29;1057;358;1416;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-29;30476;25516;56191;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-30;805;848;1700;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-30;3546;3435;7085;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-30;4974;4092;9081;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-30;4908;3959;8876;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-30;5125;4091;9229;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-30;4514;4167;8692;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-30;3104;2936;6060;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-30;1926;1933;3863;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-30;1545;1091;2636;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-30;994;324;1324;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-30;31453;26886;58576;34692807.7476749;32422187.2523251;67114995;0
FR;2020-10-31;330;354;707;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-10-31;1659;1478;3189;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-10-31;2295;1911;4211;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-10-31;2212;1871;4089;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-10-31;2153;1831;3987;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-10-31;2037;1873;3911;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-10-31;1396;1388;2790;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-10-31;863;888;1751;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-10-31;683;467;1151;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-10-31;338;152;490;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-10-31;13970;12217;26284;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-01;109;96;206;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-01;375;361;749;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-01;542;422;968;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-01;613;471;1086;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-01;567;502;1069;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-01;457;448;906;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-01;310;342;655;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-01;215;278;494;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-01;303;233;536;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-01;216;80;296;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-01;3708;3233;6966;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-02;903;920;1872;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-02;4073;4027;8207;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-02;5739;4730;10491;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-02;6068;4905;10986;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-02;5981;5040;11036;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-02;5671;5006;10691;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-02;3728;3599;7336;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-02;2387;2202;4592;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-02;1911;1260;3172;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-02;1254;392;1647;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-02;37725;32092;70056;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-03;727;767;1523;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-03;3400;3412;6897;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-03;4609;3893;8516;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-03;4964;3921;8898;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-03;4808;4044;8864;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-03;4676;4296;8979;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-03;3309;3190;6511;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-03;2228;2074;4307;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-03;1855;1103;2964;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-03;1179;386;1565;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-03;31773;27101;59076;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-04;729;783;1537;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-04;3208;3108;6390;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-04;4017;3247;7279;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-04;3985;3196;7189;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-04;4088;3245;7343;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-04;3876;3433;7325;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-04;2786;2563;5363;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-04;1804;1759;3565;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-04;1612;989;2602;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-04;1120;351;1472;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-04;27230;22684;50082;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-05;674;709;1414;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-05;3020;2958;6068;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-05;3736;3035;6787;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-05;3795;2888;6695;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-05;3760;3042;6813;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-05;3605;3415;7027;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-05;2637;2392;5046;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-05;1728;1574;3307;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-05;1451;908;2363;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-05;1031;340;1372;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-05;25445;21270;46914;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-06;780;850;1680;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-06;3003;2948;6036;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-06;3390;2781;6183;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-06;3481;2647;6137;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-06;3499;3005;6516;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-06;3360;3041;6405;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-06;2464;2372;4844;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-06;1645;1600;3249;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-06;1503;964;2475;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-06;1043;347;1391;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-06;24178;20566;44958;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-07;295;373;687;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-07;1222;1209;2483;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-07;1323;1097;2421;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-07;1360;1090;2454;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-07;1487;1192;2680;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-07;1231;1275;2507;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-07;949;927;1889;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-07;643;670;1314;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-07;622;431;1053;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-07;315;108;423;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-07;9450;8377;17920;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-08;65;77;142;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-08;191;225;421;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-08;316;231;547;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-08;325;244;570;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-08;283;268;551;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-08;279;252;531;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-08;181;233;414;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-08;180;235;415;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-08;275;205;483;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-08;204;88;297;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-08;2299;2058;4371;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-09;753;761;1546;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-09;2996;2914;5984;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-09;3512;2787;6315;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-09;3683;2892;6580;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-09;3840;3060;6909;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-09;3830;3202;7037;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-09;2495;2433;4944;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-09;1788;1675;3468;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-09;1883;1045;2931;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-09;1447;382;1832;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-09;26238;21158;47572;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-10;547;602;1182;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-10;2199;2267;4518;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-10;2652;2136;4797;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-10;2774;2142;4926;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-10;2961;2353;5325;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-10;2875;2501;5389;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-10;2093;1957;4059;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-10;1467;1507;2974;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-10;1595;961;2557;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-10;1187;392;1580;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-10;20363;16826;37336;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-11;95;65;165;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-11;284;285;576;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-11;413;339;755;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-11;402;317;719;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-11;414;337;752;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-11;312;323;637;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-11;256;229;486;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-11;220;231;452;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-11;312;207;523;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-11;199;104;304;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-11;2907;2438;5370;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-12;605;640;1265;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-12;2494;2310;4856;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-12;2641;2024;4674;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-12;2695;2138;4836;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-12;2907;2293;5205;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-12;2885;2450;5345;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-12;1816;1756;3585;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-12;1285;1317;2603;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-12;1607;897;2506;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-12;1251;349;1603;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-12;20195;16186;36501;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-13;515;512;1046;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-13;1964;1955;3974;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-13;2045;1660;3716;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-13;2148;1637;3789;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-13;2120;1738;3860;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-13;2197;1916;4114;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-13;1527;1412;2949;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-13;1099;988;2088;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-13;1304;745;2050;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-13;1008;294;1303;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-13;15933;12865;28910;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-14;220;198;430;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-14;771;738;1537;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-14;814;627;1441;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-14;833;644;1477;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-14;906;700;1606;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-14;802;771;1574;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-14;512;559;1073;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-14;374;350;724;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-14;439;276;716;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-14;295;102;397;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-14;5967;4966;10977;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-15;48;58;107;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-15;131;128;264;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-15;205;140;345;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-15;204;149;353;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-15;185;149;335;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-15;170;147;317;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-15;95;141;237;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-15;108;123;232;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-15;176;135;311;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-15;134;56;190;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-15;1456;1227;2692;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-16;509;546;1078;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-16;1842;1986;3872;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-16;2214;1654;3878;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-16;2357;1823;4187;4266384.08361496;4028987.84832459;8295371.93193955;39
FR;2020-11-16;2442;1876;4322;4355126.52656384;4237759.6333663;8592886.15993014;49
FR;2020-11-16;2298;2009;4314;4494308.44474725;4298366.32326346;8792674.76801071;59
FR;2020-11-16;1468;1395;2868;4209745.81020426;3794336.95009999;8004082.76030424;69
FR;2020-11-16;1063;977;2042;3096658.17457622;2598980.95622107;5695639.1307973;79
FR;2020-11-16;1414;789;2206;1993317.74632008;1251962.86181089;3245280.60813097;89
FR;2020-11-16;1206;349;1556;672069.992695578;240510.613577276;912580.606272853;90
FR;2020-11-16;16818;13410;30336;34692807.7476749;32422187.2523251;67114995;0
FR;2020-11-17;365;418;845;3802089.59193844;3961116.09433445;7763205.68627289;09
FR;2020-11-17;1394;1317;2735;4066326.89515592;4270159.26538131;8336486.16053724;19
FR;2020-11-17;1519;1250;2781;3736780.48185837;3740006.70594574;7476787.18780411;29
FR;2020-11-17;1664;1277;2944;4266384.08361496;4028987.84832459;8295371.93193955;39
